Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
3,C SH,ALEXANDER D,3059.5,110.42,0.431,14.7,18.84,3.402580771342284,1,0.17
3,C SH,ALEXANDER D,3060.0,115.02,0.408,15.2,19.66,3.3691633169445216,1,0.151
3,C SH,ALEXANDER D,3060.5,118.87,0.394,12.1,20.855,3.2736672587704128,1,0.132
3,C SH,ALEXANDER D,3061.0,120.98,0.389,8.0,20.965,3.2478993794790814,1,0.113
3,C SH,ALEXANDER D,3061.5,120.17,0.382,8.7,19.085,3.400412911043281,1,0.075
3,C SH,ALEXANDER D,3062.0,118.88,0.384,10.7,19.515,3.3717578331427958,1,0.057
3,C SH,ALEXANDER D,3062.5,117.37,0.407,9.4,20.135,3.3027823393770297,1,0.038
3,C SH,ALEXANDER D,3063.0,112.94,0.438,7.4,21.47,3.150983931977853,1,0.019
5,C LM,ALEXANDER D,3063.5,104.72,0.468,5.8,22.55,2.997160180471248,2,1.0
8,C LM,ALEXANDER D,3064.0,93.17,0.498,5.1,23.07,2.873120517904366,2,0.991
8,C LM,ALEXANDER D,3064.5,82.73,0.5589999999999999,5.6,19.8,3.0766913644066847,2,0.983
8,C LM,ALEXANDER D,3065.0,71.43,0.687,1.3,10.76,3.713297352121171,2,0.974
8,C LM,ALEXANDER D,3065.5,52.48,0.923,0.9,6.66,3.931989835178012,2,0.966
8,C LM,ALEXANDER D,3066.0,29.52,0.898,0.6,6.32,4.625646678685318,2,0.957
8,C LM,ALEXANDER D,3066.5,20.23,0.857,0.6,6.24,4.919293215903446,2,0.948
6,C LM,ALEXANDER D,3067.0,19.76,0.8009999999999999,0.6,6.4,4.9306847176165896,2,0.94
6,C LM,ALEXANDER D,3067.5,20.21,0.76,0.8,6.82,4.899834745711798,2,0.931
6,C LM,ALEXANDER D,3068.0,21.11,0.721,0.6,8.14,4.843658917225608,2,0.922
6,C LM,ALEXANDER D,3068.5,28.3,0.78,0.2,9.295,4.59963158263147,2,0.914
5,C LM,ALEXANDER D,3069.0,33.2,0.86,2.1,8.725,4.400056428819762,2,0.905
8,C LM,ALEXANDER D,3069.5,34.58,0.8440000000000001,3.6,7.585,4.339961599976188,2,0.897
8,C LM,ALEXANDER D,3070.0,35.04,0.8270000000000001,3.5,6.925,4.346462746417555,2,0.888
8,C LM,ALEXANDER D,3070.5,31.78,0.809,3.7,6.7,4.448469313226118,2,0.879
6,C LM,ALEXANDER D,3071.0,25.36,0.78,3.8,6.585,4.649834845291432,2,0.871
6,C LM,ALEXANDER D,3071.5,24.34,0.7240000000000001,6.0,7.545,4.587856316684589,2,0.862
7,C LM,ALEXANDER D,3072.0,24.38,0.644,8.0,9.3,4.478346019274644,2,0.853
7,C LM,ALEXANDER D,3072.5,25.72,0.601,6.7,10.78,4.438930092217894,2,0.845
7,C LM,ALEXANDER D,3073.0,31.28,0.594,6.9,10.86,4.256537646739217,2,0.836
7,C LM,ALEXANDER D,3073.5,33.13,0.607,6.8,10.785,4.203544717334191,2,0.828
7,C LM,ALEXANDER D,3074.0,33.13,0.627,5.4,10.165,4.263803261260873,2,0.8190000000000001
7,C LM,ALEXANDER D,3074.5,33.28,0.6579999999999999,3.3,9.935,4.330948134231544,2,0.81
7,C LM,ALEXANDER D,3075.0,35.32,0.6970000000000001,1.6,9.495,4.3317272454562,2,0.802
7,C LM,ALEXANDER D,3075.5,39.73,0.732,2.0,8.185,4.215142083296174,2,0.7929999999999999
6,C LM,ALEXANDER D,3076.0,44.71,0.78,3.7,7.35,4.026908468578922,2,0.784
6,C LM,ALEXANDER D,3076.5,47.02,0.8590000000000001,4.9,7.025,3.924040289290085,2,0.7759999999999999
6,C LM,ALEXANDER D,3077.0,47.48,0.895,6.4,7.11,3.900724035154111,2,0.767
6,C LM,ALEXANDER D,3077.5,47.67,0.914,6.6,6.95,3.9178652322470864,2,0.759
6,C LM,ALEXANDER D,3078.0,48.06,0.92,6.5,7.035,3.9132477783268533,2,0.75
6,C LM,ALEXANDER D,3078.5,48.06,0.92,6.5,7.035,3.9132477783268533,2,0.75
6,C LM,ALEXANDER D,3079.0,50.2,0.92,6.4,7.17,3.9160300462184012,2,0.741
6,C LM,ALEXANDER D,3079.5,54.42,0.92,6.2,7.405,3.92403987466941,2,0.733
5,C LM,ALEXANDER D,3080.0,55.8,0.919,5.5,7.825,3.893853989854711,2,0.7240000000000001
5,C LM,ALEXANDER D,3080.5,53.94,0.919,4.5,8.11,3.850478180080712,2,0.716
5,C LM,ALEXANDER D,3081.0,51.81,0.919,3.3,8.435,3.800505788507016,2,0.7070000000000001
5,C LM,ALEXANDER D,3081.5,49.4,0.913,3.0,8.51,3.869282003079456,2,0.698
5,C LM,ALEXANDER D,3082.0,47.78,0.913,3.3,8.385,3.913846334845784,2,0.69
5,C LM,ALEXANDER D,3082.5,46.95,0.906,4.6,8.06,3.9075336885493854,2,0.6809999999999999
5,C LM,ALEXANDER D,3083.0,47.4,0.906,5.2,8.07,3.8742491975484423,2,0.672
5,C LM,ALEXANDER D,3083.5,48.32,0.9,5.4,8.265,3.834070295722968,2,0.664
5,C LM,ALEXANDER D,3084.0,49.07,0.897,4.3,9.0,3.8258867852833416,2,0.655
5,C LM,ALEXANDER D,3084.5,50.13,0.897,2.5,9.66,3.832019814983512,2,0.647
6,C LM,ALEXANDER D,3085.0,51.38,0.902,3.5,9.08,3.776604598806809,2,0.638
6,C LM,ALEXANDER D,3085.5,52.62,0.913,4.7,8.5,3.8108114175069017,2,0.629
6,C LM,ALEXANDER D,3086.0,54.33,0.925,5.0,8.235,3.8471063292526346,2,0.621
6,C LM,ALEXANDER D,3086.5,56.18,0.937,4.8,8.01,3.8773368123588057,2,0.612
6,C LM,ALEXANDER D,3087.0,57.56,0.942,4.2,8.02,3.881734032134621,2,0.603
6,C LM,ALEXANDER D,3087.5,59.25,0.942,3.6,8.03,3.8878932274635427,2,0.595
6,C LM,ALEXANDER D,3088.0,61.36,0.942,3.5,8.105,3.8953623515171234,2,0.586
6,C LM,ALEXANDER D,3088.5,63.92,0.936,5.3,7.895,3.9429754051989048,2,0.578
6,C LM,ALEXANDER D,3089.0,67.46,0.932,7.0,7.805,3.9868509470009212,2,0.569
6,C LM,ALEXANDER D,3089.5,72.85,0.907,8.5,7.94,4.0220074587128725,2,0.56
6,C LM,ALEXANDER D,3090.0,84.46,0.879,10.1,8.63,4.054723223732709,2,0.552
6,C LM,ALEXANDER D,3090.5,98.11,0.843,10.7,9.26,4.09812728578176,2,0.5429999999999999
5,C LM,ALEXANDER D,3091.0,115.09,0.816,10.7,9.59,4.184718575518429,2,0.534
5,C LM,ALEXANDER D,3091.5,128.3,0.792,10.1,9.835,4.248328592469663,2,0.526
4,C LM,ALEXANDER D,3092.0,128.3,0.792,10.1,9.835,4.248328592469663,2,0.526
4,C LM,ALEXANDER D,3092.5,141.19,0.7809999999999999,7.0,10.78,4.234826196592731,2,0.517
4,C LM,ALEXANDER D,3093.0,168.43,0.7809999999999999,2.2,12.9,4.21101902268467,2,0.509
4,C LM,ALEXANDER D,3093.5,159.61,0.7809999999999999,1.3,13.73,4.07669084464241,2,0.5
4,C LM,ALEXANDER D,3094.0,146.35,0.78,2.4,13.675,3.9992897192731864,2,0.491
4,C LM,ALEXANDER D,3094.5,137.77,0.78,3.2,13.37,3.971873767037861,2,0.483
4,C LM,ALEXANDER D,3095.0,110.36,0.78,3.9,13.145,3.809271865860997,2,0.474
4,C LM,ALEXANDER D,3095.5,93.18,0.78,4.7,13.0,3.710393520496688,2,0.466
4,C LM,ALEXANDER D,3096.0,78.74,0.778,5.3,12.895,3.6252282708289045,2,0.457
4,C LM,ALEXANDER D,3096.5,71.43,0.7659999999999999,5.2,12.635,3.5951871899598755,2,0.448
4,C LM,ALEXANDER D,3097.0,69.7,0.754,4.4,12.68,3.572933766603084,2,0.44
4,C LM,ALEXANDER D,3097.5,69.01,0.736,4.2,13.25,3.5190453605084318,2,0.431
4,C LM,ALEXANDER D,3098.0,68.54,0.7190000000000001,4.8,13.905,3.465799841741654,2,0.422
4,C LM,ALEXANDER D,3098.5,68.53,0.7,6.0,14.32,3.4396102274224924,2,0.414
4,C LM,ALEXANDER D,3099.0,69.0,0.6940000000000001,6.6,14.4,3.440375492221864,2,0.405
4,C LM,ALEXANDER D,3099.5,69.27,0.687,6.8,14.28,3.4530114998531327,2,0.397
4,C LM,ALEXANDER D,3100.0,69.91,0.68,6.7,14.21,3.4618323956609416,2,0.388
4,C LM,ALEXANDER D,3100.5,70.99,0.6779999999999999,6.7,14.48,3.4470234684449776,2,0.379
4,C LM,ALEXANDER D,3101.0,71.95,0.674,7.0,15.205,3.3964274100635143,2,0.371
4,C LM,ALEXANDER D,3101.5,73.74,0.672,7.1,15.8,3.3607015736597505,2,0.362
4,C LM,ALEXANDER D,3102.0,77.33,0.6679999999999999,6.9,15.985,3.3682321815220733,2,0.353
4,C LM,ALEXANDER D,3102.5,82.89,0.667,7.1,15.925,3.412325702844893,2,0.345
4,C LM,ALEXANDER D,3103.0,91.25,0.667,7.3,15.86,3.4759162360238816,2,0.336
4,C LM,ALEXANDER D,3103.5,96.66,0.6629999999999999,7.9,16.08,3.498965455458655,2,0.328
4,C LM,ALEXANDER D,3104.0,99.78,0.6679999999999999,8.5,16.695,3.4748806955964477,2,0.319
4,C LM,ALEXANDER D,3104.5,100.52,0.698,10.0,16.165,3.5364367268917043,2,0.31
4,C LM,ALEXANDER D,3105.0,100.52,0.6970000000000001,10.3,16.085,3.5451418332823263,2,0.302
4,C LM,ALEXANDER D,3105.5,99.28,0.6970000000000001,8.1,15.16,3.595593765486435,2,0.293
4,C LM,ALEXANDER D,3106.0,96.61,0.6970000000000001,5.5,14.04,3.6492221502412368,2,0.284
4,C LM,ALEXANDER D,3106.5,87.87,0.696,3.2,13.055,3.6527966967777536,2,0.276
6,C LM,ALEXANDER D,3107.0,74.49,0.7020000000000001,2.2,12.83,3.5731475528696865,2,0.267
6,C LM,ALEXANDER D,3107.5,66.13,0.703,3.6,11.6,3.6271984036843534,2,0.259
6,C LM,ALEXANDER D,3108.0,67.05,0.72,7.9,11.32,3.6897335532005733,2,0.25
6,C LM,ALEXANDER D,3108.5,75.94,0.687,12.6,12.935,3.6515118773779256,2,0.241
4,C LM,ALEXANDER D,3109.0,90.7,0.625,15.2,14.45,3.643551120313593,2,0.233
2,C LM,ALEXANDER D,3109.5,101.41,0.55,16.8,15.515,3.636354013933544,1,0.224
2,C LM,ALEXANDER D,3110.0,105.12,0.489,18.2,16.625,3.5773980865367507,1,0.21600000000000005
2,C LM,ALEXANDER D,3110.5,107.1,0.43,17.7,17.06,3.547578339501851,1,0.207
2,C LM,ALEXANDER D,3111.0,103.88,0.393,14.7,18.785,3.360023460936582,1,0.198
2,C LM,ALEXANDER D,3111.5,97.63,0.35600000000000004,11.6,18.98,3.275846036495236,1,0.19
8,C LM,ALEXANDER D,3112.0,30.78,0.28300000000000003,1.3,17.555,4.276712921664276,2,0.16399999999999998
8,C LM,ALEXANDER D,3112.5,24.65,0.262,0.8,17.925,4.474960414159182,2,0.155
8,C LM,ALEXANDER D,3113.0,23.36,0.243,3.9,16.51,4.455307567040187,2,0.147
8,C LM,ALEXANDER D,3113.5,27.77,0.23,6.6,15.915,4.248008866453489,2,0.138
8,C LM,ALEXANDER D,3114.0,32.19,0.238,6.8,15.845,4.105035325549781,2,0.129
8,C LM,ALEXANDER D,3114.5,36.6,0.243,6.7,15.605,3.976389279657819,2,0.121
8,C LM,ALEXANDER D,3115.0,41.01,0.253,4.5,15.51,3.910080826173947,2,0.112
8,C LM,ALEXANDER D,3115.5,45.42,0.265,0.9,14.905,3.901412070089391,2,0.103
8,C LM,ALEXANDER D,3116.0,49.83,0.28800000000000003,-1.7,13.62,3.8790139362206912,2,0.095
8,C LM,ALEXANDER D,3116.5,54.24,0.318,-2.7,12.285,3.80734358682804,2,0.086
8,C LM,ALEXANDER D,3117.0,58.65,0.408,-4.2,10.255,3.7688698950318726,2,0.078
8,C LM,ALEXANDER D,3117.5,63.07,0.66,-3.6,9.37,3.731150798493405,2,0.069
8,C LM,ALEXANDER D,3118.0,66.12,0.79,-2.9,8.73,3.8182347440322078,2,0.06
8,C LM,ALEXANDER D,3118.5,67.66,0.878,-2.2,8.325,3.8730174272757565,2,0.052000000000000005
8,C LM,ALEXANDER D,3119.0,68.34,0.91,-1.8,8.065,3.9040344397394846,2,0.043
8,C LM,ALEXANDER D,3119.5,67.87,0.926,1.8,8.175,3.92001214137765,2,0.034
8,C LM,ALEXANDER D,3120.0,66.0,0.928,6.3,8.54,3.9114904180727335,2,0.026
8,C LM,ALEXANDER D,3120.5,67.39,0.898,9.6,9.755,3.844617065901076,2,0.017
8,C LM,ALEXANDER D,3121.0,76.58,0.85,12.1,10.815,3.836118036875217,2,0.009000000000000001
3,A1 SH,LUKE G U,2610.5,74.9,0.782,9.3,11.75,4.084,1,1.0
3,A1 SH,LUKE G U,2611.0,83.8,0.745,12.0,13.1,3.5010000000000003,1,0.981
3,A1 SH,LUKE G U,2611.5,86.97,0.726,12.9,12.55,3.4,1,0.962
3,A1 SH,LUKE G U,2612.0,84.43,0.708,13.2,12.0,3.4,1,0.943
3,A1 SH,LUKE G U,2612.5,78.51,0.708,11.8,11.4,3.4,1,0.925
3,A1 SH,LUKE G U,2613.0,73.88,0.708,11.3,11.55,3.5,1,0.906
2,A1 SH,LUKE G U,2613.5,71.61,0.7170000000000001,11.5,11.25,3.6,1,0.887
2,A1 SH,LUKE G U,2614.0,69.86,0.726,11.7,11.05,3.7,1,0.868
2,A1 SH,LUKE G U,2614.5,69.25,0.736,11.1,10.65,3.7,1,0.8490000000000001
2,A1 SH,LUKE G U,2615.0,68.29,0.726,8.6,9.7,3.7,1,0.83
2,A1 SH,LUKE G U,2615.5,68.5,0.7170000000000001,7.8,9.8,3.7,1,0.8109999999999999
2,A1 SH,LUKE G U,2616.0,73.65,0.675,6.3,10.65,3.5,1,0.792
2,A1 SH,LUKE G U,2616.5,92.68,0.5670000000000001,9.2,13.2,3.3,1,0.774
2,A1 SH,LUKE G U,2617.0,107.22,0.483,11.3,15.75,3.3,1,0.755
2,A1 SH,LUKE G U,2617.5,132.81,0.436,16.7,19.65,3.4,1,0.736
2,A1 SH,LUKE G U,2618.0,151.94,0.399,0.0,29.9,3.6,1,0.7170000000000001
2,A1 SH,LUKE G U,2618.5,154.37,0.39,3.1,31.45,3.4,1,0.698
2,A1 SH,LUKE G U,2619.0,153.77,0.39,8.4,34.1,3.0,1,0.679
2,A1 SH,LUKE G U,2619.5,132.29,0.39,8.2,34.1,2.8,1,0.66
3,A1 SH,LUKE G U,2620.0,102.28,0.418,0.0,30.0,2.6,1,0.642
3,A1 SH,LUKE G U,2620.5,77.82,0.436,17.9,20.15,2.4,1,0.623
3,A1 SH,LUKE G U,2621.0,67.52,0.446,10.1,12.25,2.5,1,0.604
3,A1 SH,LUKE G U,2621.5,61.32,0.455,7.0,8.1,2.8,1,0.585
2,A1 SH,LUKE G U,2622.0,58.69,0.455,7.1,7.95,3.0,1,0.5660000000000001
2,A1 SH,LUKE G U,2622.5,54.36,0.465,6.3,8.55,3.3,1,0.547
2,A1 SH,LUKE G U,2623.0,52.75,0.455,4.8,10.4,3.5,1,0.528
2,A1 SH,LUKE G U,2623.5,51.96,0.465,4.7,11.15,3.4,1,0.509
2,A1 SH,LUKE G U,2624.0,54.01,0.483,4.5,11.65,3.4,1,0.491
2,A1 SH,LUKE G U,2624.5,54.16,0.493,4.6,12.2,3.4,1,0.472
2,A1 SH,LUKE G U,2625.0,54.27,0.493,5.1,12.95,3.4,1,0.453
2,A1 SH,LUKE G U,2625.5,55.84,0.483,4.7,13.35,3.6,1,0.434
2,A1 SH,LUKE G U,2626.0,57.43,0.446,4.8,13.5,3.6,1,0.415
2,A1 SH,LUKE G U,2626.5,58.22,0.362,4.9,13.75,3.5,1,0.396
2,A1 SH,LUKE G U,2627.0,58.88,0.315,4.0,14.6,3.3,1,0.377
2,A1 SH,LUKE G U,2627.5,60.6,0.306,4.5,15.25,3.2,1,0.358
2,A1 SH,LUKE G U,2628.0,62.57,0.29600000000000004,4.7,15.35,3.1,1,0.34
2,A1 SH,LUKE G U,2628.5,66.19,0.32,5.3,15.35,3.1,1,0.321
2,A1 SH,LUKE G U,2629.0,78.95,0.34700000000000003,7.3,14.85,3.1,1,0.302
2,A1 SH,LUKE G U,2629.5,84.77,0.373,8.6,14.3,3.1,1,0.28300000000000003
2,A1 SH,LUKE G U,2630.0,80.83,0.398,8.6,13.4,3.1,1,0.264
2,A1 SH,LUKE G U,2630.5,66.48,0.421,6.5,12.35,3.1,1,0.245
2,A1 SH,LUKE G U,2631.0,63.09,0.441,3.9,11.15,3.1,1,0.226
2,A1 SH,LUKE G U,2631.5,62.7,0.465,3.9,10.95,3.1,1,0.208
2,A1 SH,LUKE G U,2632.0,63.45,0.465,4.3,11.05,3.1,1,0.189
2,A1 SH,LUKE G U,2632.5,66.94,0.446,5.6,11.8,3.1,1,0.17
2,A1 SH,LUKE G U,2633.0,77.94,0.436,6.7,13.05,3.2,1,0.151
2,A1 SH,LUKE G U,2633.5,81.4,0.418,8.1,14.15,3.2,1,0.132
3,A1 SH,LUKE G U,2634.0,80.74,0.399,9.9,15.75,3.2,1,0.113
2,A1 SH,LUKE G U,2634.5,76.45,0.39,10.6,16.5,3.2,1,0.094
2,A1 SH,LUKE G U,2635.0,74.99,0.38,11.0,17.0,3.1,1,0.075
2,A1 SH,LUKE G U,2635.5,75.21,0.38,14.2,19.5,3.1,1,0.057
2,A1 SH,LUKE G U,2636.0,75.05,0.385,12.6,23.3,3.1,1,0.038
2,A1 SH,LUKE G U,2636.5,62.14,0.413,9.5,24.65,3.1,1,0.019
8,A1 LM,LUKE G U,2637.0,46.66,0.458,2.8,21.4,3.2,2,1.0
8,A1 LM,LUKE G U,2637.5,29.68,0.499,4.6,16.7,3.4,2,0.985
8,A1 LM,LUKE G U,2638.0,18.97,0.5579999999999999,-0.3,11.35,3.9,2,0.97
8,A1 LM,LUKE G U,2638.5,17.66,0.6509999999999999,0.4,7.3,4.4,2,0.955
8,A1 LM,LUKE G U,2639.0,18.02,0.736,0.5,5.15,4.8,2,0.94
8,A1 LM,LUKE G U,2639.5,20.47,0.81,3.1,4.15,4.9,2,0.925
8,A1 LM,LUKE G U,2640.0,26.7,0.848,4.0,4.4,4.8,2,0.91
8,A1 LM,LUKE G U,2640.5,33.18,0.866,6.8,6.0,4.6,2,0.8959999999999999
8,A1 LM,LUKE G U,2641.0,42.67,0.866,8.0,7.4,4.4,2,0.8809999999999999
8,A1 LM,LUKE G U,2641.5,51.37,0.782,10.1,8.85,3.8,2,0.866
6,A1 LM,LUKE G U,2642.0,54.26,0.745,12.6,10.4,3.6,2,0.851
6,A1 LM,LUKE G U,2642.5,56.67,0.736,12.8,10.7,3.6,2,0.836
6,A1 LM,LUKE G U,2643.0,57.35,0.736,12.3,10.95,3.7,2,0.821
6,A1 LM,LUKE G U,2643.5,62.93,0.736,11.1,11.55,3.8,2,0.8059999999999999
6,A1 LM,LUKE G U,2644.0,66.49,0.745,10.0,11.0,3.9,2,0.7909999999999999
6,A1 LM,LUKE G U,2644.5,64.2,0.754,7.2,9.3,4.0,2,0.7759999999999999
6,A1 LM,LUKE G U,2645.0,58.09,0.8009999999999999,2.5,6.55,4.1,2,0.7609999999999999
6,A1 LM,LUKE G U,2645.5,55.0,0.904,2.5,4.95,4.1,2,0.746
6,A1 LM,LUKE G U,2646.0,55.97,0.923,2.5,4.85,4.1,2,0.731
6,A1 LM,LUKE G U,2646.5,58.81,0.913,3.1,6.05,4.1,2,0.716
6,A1 LM,LUKE G U,2647.0,67.1,0.885,5.4,8.3,4.0,2,0.701
6,A1 LM,LUKE G U,2647.5,77.82,0.866,8.2,10.7,4.0,2,0.687
4,A1 LM,LUKE G U,2648.0,115.71,0.8290000000000001,8.2,11.5,3.9,2,0.672
4,A1 LM,LUKE G U,2648.5,145.34,0.81,8.1,11.55,3.7,2,0.657
4,A1 LM,LUKE G U,2649.0,195.89,0.8009999999999999,8.0,11.5,3.7,2,0.642
4,A1 LM,LUKE G U,2649.5,191.22,0.81,8.3,11.25,3.6,2,0.627
4,A1 LM,LUKE G U,2650.0,177.59,0.82,7.0,9.7,3.6,2,0.612
4,A1 LM,LUKE G U,2650.5,151.13,0.866,5.6,7.7,3.6,2,0.597
8,A1 LM,LUKE G U,2651.0,116.51,0.932,3.0,5.2,3.8,2,0.5820000000000001
8,A1 LM,LUKE G U,2651.5,58.47,0.96,2.0,3.4,4.4,2,0.5670000000000001
8,A1 LM,LUKE G U,2652.0,56.71,0.951,2.1,3.25,5.0,2,0.552
8,A1 LM,LUKE G U,2652.5,64.91,0.923,5.4,5.5,5.0,2,0.537
8,A1 LM,LUKE G U,2653.0,74.3,0.885,10.1,8.65,4.8,2,0.522
4,A1 LM,LUKE G U,2653.5,85.32,0.8290000000000001,9.8,11.4,4.6,2,0.507
4,A1 LM,LUKE G U,2654.0,97.02,0.754,11.9,13.75,4.3,2,0.493
4,A1 LM,LUKE G U,2654.5,94.31,0.7170000000000001,10.7,14.45,4.1,2,0.478
4,A1 LM,LUKE G U,2655.0,88.35,0.6890000000000001,10.2,14.7,3.9,2,0.463
4,A1 LM,LUKE G U,2655.5,87.22,0.66,9.9,14.85,3.8,2,0.448
4,A1 LM,LUKE G U,2656.0,85.82,0.628,9.6,14.8,3.8,2,0.433
4,A1 LM,LUKE G U,2656.5,85.68,0.614,9.6,14.8,3.7,2,0.418
4,A1 LM,LUKE G U,2657.0,86.5,0.623,9.4,14.9,3.7,2,0.403
4,A1 LM,LUKE G U,2657.5,88.5,0.623,9.1,15.05,3.6,2,0.388
4,A1 LM,LUKE G U,2658.0,88.84,0.623,8.7,14.95,3.6,2,0.373
4,A1 LM,LUKE G U,2658.5,83.21,0.633,8.6,14.8,3.4,2,0.358
4,A1 LM,LUKE G U,2659.0,71.5,0.633,8.7,14.65,3.3,2,0.343
4,A1 LM,LUKE G U,2659.5,67.33,0.6609999999999999,9.2,14.3,3.4,2,0.328
4,A1 LM,LUKE G U,2660.0,61.32,0.6890000000000001,9.5,13.95,3.5,2,0.313
4,A1 LM,LUKE G U,2660.5,55.48,0.764,8.5,13.05,3.6,2,0.299
6,A1 LM,LUKE G U,2661.0,51.6,0.857,3.8,10.1,3.7,2,0.284
6,A1 LM,LUKE G U,2661.5,47.71,0.838,3.2,9.0,3.8,2,0.269
6,A1 LM,LUKE G U,2662.0,48.07,0.8009999999999999,3.2,8.9,3.8,2,0.254
4,A1 LM,LUKE G U,2662.5,49.41,0.754,3.4,9.3,3.8,2,0.239
4,A1 LM,LUKE G U,2663.0,66.1,0.6890000000000001,3.7,10.35,3.8,2,0.224
4,A1 LM,LUKE G U,2663.5,76.15,0.633,4.7,11.75,3.6,2,0.209
4,A1 LM,LUKE G U,2664.0,92.92,0.595,7.6,14.1,3.3,2,0.194
4,A1 LM,LUKE G U,2664.5,100.69,0.5770000000000001,7.8,16.3,3.2,2,0.179
4,A1 LM,LUKE G U,2665.0,101.16,0.605,7.4,18.6,2.5,2,0.16399999999999998
4,A1 LM,LUKE G U,2665.5,97.59,0.654,4.5,20.95,2.8,2,0.149
4,A1 LM,LUKE G U,2666.0,87.35,0.711,4.7,20.85,3.1,2,0.134
6,A1 LM,LUKE G U,2666.5,72.1,0.7609999999999999,6.8,13.5,3.3,2,0.119
6,A1 LM,LUKE G U,2667.0,64.79,0.8059999999999999,7.5,9.75,3.8,2,0.104
6,A1 LM,LUKE G U,2667.5,62.31,0.848,6.4,8.3,3.9,2,0.09
6,A1 LM,LUKE G U,2668.0,56.83,0.894,5.0,7.2,3.8,2,0.075
8,A1 LM,LUKE G U,2668.5,52.34,0.904,1.7,5.45,3.8,2,0.06
8,A1 LM,LUKE G U,2669.0,48.52,0.904,-4.3,8.35,4.0,2,0.045
8,A1 LM,LUKE G U,2669.5,54.95,0.885,-12.3,12.45,4.0,2,0.03
8,A1 LM,LUKE G U,2670.0,61.02,0.838,-14.4,17.3,3.8,2,0.015
3,B1 SH,LUKE G U,2670.5,66.93,0.745,-13.4,21.8,3.6,1,1.0
3,B1 SH,LUKE G U,2671.0,70.41,0.708,-6.3,21.75,3.2,1,0.974
3,B1 SH,LUKE G U,2671.5,73.06,0.6609999999999999,-1.0,20.0,3.1,1,0.949
3,B1 SH,LUKE G U,2672.0,75.05,0.623,0.3,20.35,3.0,1,0.923
3,B1 SH,LUKE G U,2672.5,76.58,0.614,1.1,21.15,2.9,1,0.897
3,B1 SH,LUKE G U,2673.0,79.26,0.614,1.0,24.1,2.8,1,0.872
3,B1 SH,LUKE G U,2673.5,80.34,0.614,6.3,23.55,2.7,1,0.846
3,B1 SH,LUKE G U,2674.0,80.13,0.614,6.8,23.7,2.6,1,0.821
3,B1 SH,LUKE G U,2674.5,76.51,0.623,6.6,23.6,2.6,1,0.795
3,B1 SH,LUKE G U,2675.0,74.52,0.642,3.3,24.25,2.6,1,0.769
2,B1 SH,LUKE G U,2675.5,73.2,0.67,0.1,23.65,2.6,1,0.7440000000000001
2,B1 SH,LUKE G U,2676.0,69.51,0.698,4.0,17.9,2.7,1,0.718
2,B1 SH,LUKE G U,2676.5,64.97,0.736,4.6,16.0,2.8,1,0.6920000000000001
2,B1 SH,LUKE G U,2677.0,65.21,0.736,6.3,14.85,3.0,1,0.667
2,B1 SH,LUKE G U,2677.5,65.7,0.736,7.4,13.6,3.1,1,0.6409999999999999
2,B1 SH,LUKE G U,2678.0,65.24,0.7170000000000001,9.0,11.6,3.3,1,0.615
2,B1 SH,LUKE G U,2678.5,63.2,0.7170000000000001,9.2,10.7,3.6,1,0.59
2,B1 SH,LUKE G U,2679.0,61.71,0.6759999999999999,6.7,11.15,3.7,1,0.564
2,B1 SH,LUKE G U,2679.5,60.3,0.624,4.3,11.05,3.6,1,0.5379999999999999
2,B1 SH,LUKE G U,2680.0,58.7,0.565,2.5,11.65,3.5,1,0.513
2,B1 SH,LUKE G U,2680.5,56.18,0.511,0.8,11.7,3.3,1,0.487
2,B1 SH,LUKE G U,2681.0,55.11,0.483,0.4,11.6,3.0,1,0.462
2,B1 SH,LUKE G U,2681.5,54.51,0.436,0.5,11.55,3.0,1,0.436
2,B1 SH,LUKE G U,2682.0,55.3,0.411,0.8,11.5,2.9,1,0.41
2,B1 SH,LUKE G U,2682.5,55.56,0.39,1.2,11.6,2.9,1,0.385
2,B1 SH,LUKE G U,2683.0,54.92,0.362,1.1,11.75,2.8,1,0.359
2,B1 SH,LUKE G U,2683.5,54.92,0.35200000000000004,1.0,11.9,2.8,1,0.333
2,B1 SH,LUKE G U,2684.0,55.63,0.362,0.9,11.85,2.9,1,0.308
2,B1 SH,LUKE G U,2684.5,57.6,0.371,1.0,11.7,2.9,1,0.282
2,B1 SH,LUKE G U,2685.0,60.83,0.371,1.7,11.45,3.0,1,0.256
2,B1 SH,LUKE G U,2685.5,62.86,0.38,2.4,11.6,3.1,1,0.231
3,B1 SH,LUKE G U,2686.0,67.48,0.407,8.6,14.6,3.1,1,0.205
3,B1 SH,LUKE G U,2686.5,74.05,0.436,8.4,14.8,3.2,1,0.179
3,B1 SH,LUKE G U,2687.0,77.79,0.464,8.2,14.6,3.2,1,0.154
3,B1 SH,LUKE G U,2687.5,76.99,0.49,6.9,13.55,3.3,1,0.128
3,B1 SH,LUKE G U,2688.0,75.9,0.502,6.7,15.15,3.4,1,0.103
3,B1 SH,LUKE G U,2688.5,74.27,0.521,3.7,18.55,3.5,1,0.077
3,B1 SH,LUKE G U,2689.0,73.43,0.537,-1.0,21.9,3.6,1,0.051
